ordre;CD_REF;CD_NOM;NOM_CITE;AUTEUR;NOMS_COMMUNS;POPULATION;RANG;FAMILLE;ENDEMISME;COMMENTAIRE;STATUT;CRITERES;TENDANCE;VERSION;STATUT_I;STATUT_EU;ANNEEEVAL;NOM_LISTE;TYPE_LISTE;GROUPE_GRAND_PUBLIC
"40";"3165";"3165";"Pluvialis squatarola";"(Linnaeus, 1758)";"Pluvier argenté";"";"ES";"Charadriidae";"";"";"LC";"";"";"2012";"LC";"LC";"";"Liste rouge des oiseaux non nicheurs de Guadeloupe";"Oiseaux_Guadeloupe_non_nicheurs_2012";"Oiseaux";
"40";"982";"982";"Podilymbus podiceps";"(Linnaeus, 1758)";"Grèbe à bec bigarré";"";"ES";"Podicipedidae";"";"";"LC";"";"";"2012";"LC";"";"";"Liste rouge des oiseaux nicheurs de Guadeloupe";"Oiseaux_Guadeloupe_nicheurs_2012";"Oiseaux";
"40";"3049";"3049";"Porzana carolina";"(Linnaeus, 1758)";"Marouette de Caroline";"";"ES";"Rallidae";"";"";"LC";"";"";"2012";"LC";"";"";"Liste rouge des oiseaux non nicheurs de Guadeloupe";"Oiseaux_Guadeloupe_non_nicheurs_2012";"Oiseaux";
"40";"442273";"442273";"Progne dominicensis";"(Gmelin, 1789)";"Hirondelle à ventre blanc";"";"ES";"Hirundinidae";"";"";"LC";"";"";"2012";"LC";"";"";"Liste rouge des oiseaux nicheurs de Guadeloupe";"Oiseaux_Guadeloupe_nicheurs_2012";"Oiseaux";
"40";"630492";"630492";"Protium attenuatum ";"(Rose) Urb., 1912";"Bois d'encens";"";"ES";"Burseraceae";"";"";"LC";"";"";"2013";"DD";"";"";"Liste rouge de la Flore vasculaire de Guadeloupe - 1";"Flore_vasculaire_Guadeloupe_1_2013";"Plantes, mousses et fougères";
"40";"442277";"442277";"Protonotaria citrea";"(Boddaert, 1783)";"Paruline orangée";"";"ES";"Parulidae";"";"";"LC";"";"";"2012";"LC";"";"";"Liste rouge des oiseaux non nicheurs de Guadeloupe";"Oiseaux_Guadeloupe_non_nicheurs_2012";"Oiseaux";
"40";"630494";"630494";"Prunus pleuradenia ";"Griseb., 1860";"Amandier-montagne";"";"ES";"Rosaceae";"";"";"LC";"";"";"2013";"";"";"";"Liste rouge de la Flore vasculaire de Guadeloupe - 1";"Flore_vasculaire_Guadeloupe_1_2013";"Plantes, mousses et fougères";
"40";"630517";"630517";"Pterocarpus officinalis ";"Jacq., 1763";"Mangle médaille";"";"ES";"Fabaceae";"";"";"LC";"";"";"2013";"";"";"";"Liste rouge de la Flore vasculaire de Guadeloupe - 1";"Flore_vasculaire_Guadeloupe_1_2013";"Plantes, mousses et fougères";
"40";"790987";"1017";"Puffinus gravis";"(O'Reilly, 1818)";"Puffin majeur";"";"ES";"Procellariidae";"";"";"LC";"";"";"2012";"";"";"";"Liste rouge des oiseaux non nicheurs de Guadeloupe";"Oiseaux_Guadeloupe_non_nicheurs_2012";"Oiseaux";
"40";"1024";"1024";"Puffinus griseus";"(Gmelin, 1789)";"Puffin fuligineux";"";"ES";"Procellariidae";"";"";"LC";"";"";"2012";"";"";"";"Liste rouge des oiseaux non nicheurs de Guadeloupe";"Oiseaux_Guadeloupe_non_nicheurs_2012";"Oiseaux";
"40";"1027";"1027";"Puffinus puffinus";"(Brünnich, 1764)";"Puffin des Anglais";"";"ES";"Procellariidae";"";"";"LC";"";"";"2012";"LC";"LC";"";"Liste rouge des oiseaux non nicheurs de Guadeloupe";"Oiseaux_Guadeloupe_non_nicheurs_2012";"Oiseaux";
"40";"442307";"442307";"Quiscalus lugubris";"Swainson, 1838";"Quiscale merle";"";"ES";"Icteridae";"";"";"LC";"";"";"2012";"LC";"";"";"Liste rouge des oiseaux nicheurs de Guadeloupe";"Oiseaux_Guadeloupe_nicheurs_2012";"Oiseaux";
"40";"3688";"3688";"Riparia riparia";"(Linnaeus, 1758)";"Hirondelle de rivage";"";"ES";"Hirundinidae";"";"";"LC";"";"";"2012";"LC";"LC";"";"Liste rouge des oiseaux non nicheurs de Guadeloupe";"Oiseaux_Guadeloupe_non_nicheurs_2012";"Oiseaux";
"40";"716177";"716177";"Saccoloma domingense ";"(Spreng.) C.Chr., 1906";"";"";"ES";"Saccolomataceae";"";"";"LC";"";"";"2013";"";"";"";"Liste rouge de la Flore vasculaire de Guadeloupe - 1";"Flore_vasculaire_Guadeloupe_1_2013";"Plantes, mousses et fougères";
"40";"716180";"716180";"Salpichlaena volubilis ";"(Kaulf.) J.Sm., 1841";"Liane tordue";"";"ES";"Blechnaceae";"";"";"LC";"";"";"2013";"";"";"";"Liste rouge de la Flore vasculaire de Guadeloupe - 1";"Flore_vasculaire_Guadeloupe_1_2013";"Plantes, mousses et fougères";
"40";"442333";"442333";"Saltator albicollis";"Vieillot, 1817";"Saltator gros-bec";"";"ES";"Thraupidae";"";"";"LC";"";"";"2012";"LC";"";"";"Liste rouge des oiseaux nicheurs de Guadeloupe";"Oiseaux_Guadeloupe_nicheurs_2012";"Oiseaux";
"40";"459526";"459526";"Seiurus aurocapilla";"(Linnaeus, 1766)";"Paruline couronnée";"";"ES";"Parulidae";"";"";"LC";"";"";"2012";"LC";"";"";"Liste rouge des oiseaux non nicheurs de Guadeloupe";"Oiseaux_Guadeloupe_non_nicheurs_2012";"Oiseaux";
"40";"627455";"627455";"Setophaga americana";"(Linnaeus, 1758)";"Paruline à collier, Sylvette parula";"";"ES";"Parulidae";"";"";"LC";"";"";"2012";"LC";"";"";"Liste rouge des oiseaux non nicheurs de Guadeloupe";"Oiseaux_Guadeloupe_non_nicheurs_2012";"Oiseaux";
"40";"627660";"627660";"Setophaga coronata";"(Linnaeus, 1766)";"Paruline à croupion jaune";"";"ES";"Parulidae";"";"";"LC";"";"";"2012";"LC";"";"";"Liste rouge des oiseaux non nicheurs de Guadeloupe";"Oiseaux_Guadeloupe_non_nicheurs_2012";"Oiseaux";
"40";"627661";"627661";"Setophaga discolor";"(Vieillot, 1809)";"Paruline des prés";"";"ES";"Parulidae";"";"";"LC";"";"";"2012";"LC";"";"";"Liste rouge des oiseaux non nicheurs de Guadeloupe";"Oiseaux_Guadeloupe_non_nicheurs_2012";"Oiseaux";
"40";"627668";"627668";"Setophaga petechia";"(Linnaeus, 1766)";"Paruline jaune";"";"ES";"Parulidae";"";"";"LC";"";"";"2012";"LC";"";"";"Liste rouge des oiseaux nicheurs de Guadeloupe";"Oiseaux_Guadeloupe_nicheurs_2012";"Oiseaux";
"40";"627670";"627670";"Setophaga plumbea";"(Lawrence, 1877)";"Paruline caféiette";"";"ES";"Parulidae";"";"";"LC";"";"";"2012";"LC";"";"";"Liste rouge des oiseaux nicheurs de Guadeloupe";"Oiseaux_Guadeloupe_nicheurs_2012";"Oiseaux";
"40";"4636";"4636";"Setophaga ruticilla";"(Linnaeus, 1758)";"Paruline flamboyante";"";"ES";"Parulidae";"";"";"LC";"";"";"2012";"LC";"";"";"Liste rouge des oiseaux non nicheurs de Guadeloupe";"Oiseaux_Guadeloupe_non_nicheurs_2012";"Oiseaux";
"40";"627671";"627671";"Setophaga striata";"(Forster, 1772)";"Paruline rayée";"";"ES";"Parulidae";"";"";"LC";"";"";"2012";"LC";"";"";"Liste rouge des oiseaux non nicheurs de Guadeloupe";"Oiseaux_Guadeloupe_non_nicheurs_2012";"Oiseaux";
"40";"630679";"630679";"Sloanea berteroana ";"Choisy ex DC., 1824";"Châtaignier petit coco";"";"ES";"Elaeocarpaceae";"";"";"LC";"";"";"2013";"";"";"";"Liste rouge de la Flore vasculaire de Guadeloupe - 1";"Flore_vasculaire_Guadeloupe_1_2013";"Plantes, mousses et fougères";
"40";"3258";"3258";"Stercorarius parasiticus";"(Linnaeus, 1758)";"Labbe parasite";"";"ES";"Stercorariidae";"";"";"LC";"";"";"2012";"LC";"LC";"";"Liste rouge des oiseaux non nicheurs de Guadeloupe";"Oiseaux_Guadeloupe_non_nicheurs_2012";"Oiseaux";
"40";"3255";"3255";"Stercorarius pomarinus";"(Temminck, 1815)";"Labbe pomarin";"";"ES";"Stercorariidae";"";"";"LC";"";"";"2012";"LC";"LC";"";"Liste rouge des oiseaux non nicheurs de Guadeloupe";"Oiseaux_Guadeloupe_non_nicheurs_2012";"Oiseaux";
"40";"626903";"625973";"Sterna acuflavida";"Cabot, 1847";"Sterne de Cabot";"";"ES";"Laridae";"";"";"LC";"";"";"2012";"";"";"";"Liste rouge des oiseaux non nicheurs de Guadeloupe";"Oiseaux_Guadeloupe_non_nicheurs_2012";"Oiseaux";
"40";"3343";"3343";"Sterna hirundo";"Linnaeus, 1758";"Sterne pierregarin";"";"ES";"Laridae";"";"";"LC";"";"";"2012";"LC";"LC";"";"Liste rouge des oiseaux non nicheurs de Guadeloupe";"Oiseaux_Guadeloupe_non_nicheurs_2012";"Oiseaux";
"40";"528761";"199376";"Sterna maxima";"Boddaert, 1783";"Sterne royale";"";"ES";"Laridae";"";"";"LC";"";"";"2012";"";"";"";"Liste rouge des oiseaux non nicheurs de Guadeloupe";"Oiseaux_Guadeloupe_non_nicheurs_2012";"Oiseaux";
"40";"199321";"199321";"Sula leucogaster";"(Boddaert, 1783)";"Fou brun";"";"ES";"Sulidae";"";"";"LC";"VU (D1) (-2)";"";"2012";"LC";"";"";"Liste rouge des oiseaux non nicheurs de Guadeloupe";"Oiseaux_Guadeloupe_non_nicheurs_2012";"Oiseaux";
"40";"442443";"442443";"Tiaris bicolor";"(Linnaeus, 1766)";"Sporophile cici";"";"ES";"Thraupidae";"";"";"LC";"";"";"2012";"";"";"";"Liste rouge des oiseaux nicheurs de Guadeloupe";"Oiseaux_Guadeloupe_nicheurs_2012";"Oiseaux";
"40";"716537";"716537";"Trichomanes pinnatum ";"Hedw., 1799";"";"";"ES";"Hymenophyllaceae";"";"";"LC";"";"";"2013";"";"";"";"Liste rouge de la Flore vasculaire de Guadeloupe - 1";"Flore_vasculaire_Guadeloupe_1_2013";"Plantes, mousses et fougères";
"40";"716542";"716542";"Trichomanes rigidum  ";"Sw., 1788";"";"";"ES";"Hymenophyllaceae";"";"";"LC";"";"";"2013";"";"";"";"Liste rouge de la Flore vasculaire de Guadeloupe - 1";"Flore_vasculaire_Guadeloupe_1_2013";"Plantes, mousses et fougères";
"40";"2600";"2600";"Tringa flavipes";"(Gmelin, 1789)";"Chevalier à pattes jaunes, Petit Chevalier à pattes jaunes";"";"ES";"Scolopacidae";"";"";"LC";"";"";"2012";"LC";"";"";"Liste rouge des oiseaux non nicheurs de Guadeloupe";"Oiseaux_Guadeloupe_non_nicheurs_2012";"Oiseaux";
"40";"2597";"2597";"Tringa melanoleuca";"(Gmelin, 1789)";"Chevalier criard, Grand Chevalier à pattes jaunes";"";"ES";"Scolopacidae";"";"";"LC";"";"";"2012";"LC";"";"";"Liste rouge des oiseaux non nicheurs de Guadeloupe";"Oiseaux_Guadeloupe_non_nicheurs_2012";"Oiseaux";
"40";"626151";"3236";"Tringa semipalmatus";"(Gmelin, 1789)";"Chevalier semipalmé";"";"ES";"Scolopacidae";"";"";"LC";"";"";"2012";"";"";"";"Liste rouge des oiseaux non nicheurs de Guadeloupe";"Oiseaux_Guadeloupe_non_nicheurs_2012";"Oiseaux";
"40";"2605";"2605";"Tringa solitaria";"Wilson, 1813";"Chevalier solitaire";"";"ES";"Scolopacidae";"";"";"LC";"";"";"2012";"LC";"";"";"Liste rouge des oiseaux non nicheurs de Guadeloupe";"Oiseaux_Guadeloupe_non_nicheurs_2012";"Oiseaux";
"40";"442484";"442484";"Turdus nudigenis";"Lafresnaye, 1848";"Merle à lunettes";"";"ES";"Turdidae";"";"";"LC";"";"";"2012";"LC";"";"";"Liste rouge des oiseaux nicheurs de Guadeloupe";"Oiseaux_Guadeloupe_nicheurs_2012";"Oiseaux";
"40";"442493";"442493";"Tyrannus dominicensis";"(Gmelin, 1788)";"Tyran gris";"";"ES";"Tyrannidae";"";"";"LC";"";"";"2012";"LC";"";"";"Liste rouge des oiseaux nicheurs de Guadeloupe";"Oiseaux_Guadeloupe_nicheurs_2012";"Oiseaux";
"40";"442513";"442513";"Vireo altiloquus";"(Vieillot, 1808)";"Viréo à moustaches";"";"ES";"Vireonidae";"";"";"LC";"";"";"2012";"LC";"";"";"Liste rouge des oiseaux nicheurs de Guadeloupe";"Oiseaux_Guadeloupe_nicheurs_2012";"Oiseaux";
"40";"442515";"442515";"Vireo griseus";"(Boddaert, 1783)";"Viréo à œil blanc";"";"ES";"Vireonidae";"";"";"LC";"";"";"2012";"LC";"";"";"Liste rouge des oiseaux non nicheurs de Guadeloupe";"Oiseaux_Guadeloupe_non_nicheurs_2012";"Oiseaux";
"40";"630917";"630917";"Zanthoxylum punctatum ";"Vahl, 1793";"Bois flambeau";"";"ES";"Rutaceae";"";"";"LC";"";"";"2013";"";"";"";"Liste rouge de la Flore vasculaire de Guadeloupe - 1";"Flore_vasculaire_Guadeloupe_1_2013";"Plantes, mousses et fougères";
"40";"630970";"637412";"Zanthoxylum spinifex";"(Jacq.) DC., 1824";"Bois chandelle";"";"ES";"Rutaceae";"";"";"LC";"";"";"2013";"";"";"";"Liste rouge de la Flore vasculaire de Guadeloupe - 1";"Flore_vasculaire_Guadeloupe_1_2013";"Plantes, mousses et fougères";
"40";"442531";"442531";"Zenaida asiatica";"(Linnaeus, 1758)";"Tourterelle à ailes blanches";"";"ES";"Columbidae";"";"";"LC";"VU (D1) (-2)";"";"2012";"LC";"";"";"Liste rouge des oiseaux non nicheurs de Guadeloupe";"Oiseaux_Guadeloupe_non_nicheurs_2012";"Oiseaux";
"40";"442533";"442533";"Zenaida aurita";"(Temminck, 1809)";"Tourterelle à queue carrée";"";"ES";"Columbidae";"";"";"LC";"";"";"2012";"LC";"";"";"Liste rouge des oiseaux nicheurs de Guadeloupe";"Oiseaux_Guadeloupe_nicheurs_2012";"Oiseaux";
"45";"629038";"629038";"Agave dussiana ";"Trel., 1913";"Agave";"";"ES";"Asparagaceae";"";"";"DD";"";"";"2013";"";"";"";"Liste rouge de la Flore vasculaire de Guadeloupe - 1";"Flore_vasculaire_Guadeloupe_1_2013";"Plantes, mousses et fougères";
"45";"629045";"629045";"Aiphanes erosa ";"(Linden) Burret, 1932";"";"";"ES";"Arecaceae";"";"";"DD";"";"";"2013";"";"";"";"Liste rouge de la Flore vasculaire de Guadeloupe - 1";"Flore_vasculaire_Guadeloupe_1_2013";"Plantes, mousses et fougères";
"45";"629079";"629079";"Annona montana ";"Macfad., 1837";"Cachiman-montagne";"";"ES";"Annonaceae";"";"";"DD";"";"";"2013";"";"";"";"Liste rouge de la Flore vasculaire de Guadeloupe - 1";"Flore_vasculaire_Guadeloupe_1_2013";"Plantes, mousses et fougères";
"45";"2504";"2504";"Ardea alba";"Linnaeus, 1758";"Grande Aigrette";"";"ES";"Ardeidae";"";"";"DD";"";"";"2012";"LC";"LC";"";"Liste rouge des oiseaux nicheurs de Guadeloupe";"Oiseaux_Guadeloupe_nicheurs_2012";"Oiseaux";
"45";"199305";"199305";"Aythya affinis";"(Eyton, 1838)";"Fuligule à tête noire";"";"ES";"Anatidae";"";"";"DD";"";"";"2012";"LC";"";"";"Liste rouge des oiseaux non nicheurs de Guadeloupe";"Oiseaux_Guadeloupe_non_nicheurs_2012";"Oiseaux";
"45";"1988";"1988";"Aythya collaris";"(Donovan, 1809)";"Fuligule à bec cerclé";"";"ES";"Anatidae";"";"";"DD";"";"";"2012";"LC";"";"";"Liste rouge des oiseaux non nicheurs de Guadeloupe";"Oiseaux_Guadeloupe_non_nicheurs_2012";"Oiseaux";
"45";"629244";"629244";"Calyptranthes elegans ";"Krug & Urb., 1895";"Bois-baguette";"";"ES";"Myrtaceae";"";"";"DD";"";"";"2013";"";"";"";"Liste rouge de la Flore vasculaire de Guadeloupe - 1";"Flore_vasculaire_Guadeloupe_1_2013";"Plantes, mousses et fougères";
"45";"629268";"629268";"Carex polystachya ";"Sw. ex Wahlenb., 1803";"";"";"ES";"Cyperaceae";"";"";"DD";"";"";"2013";"";"";"";"Liste rouge de la Flore vasculaire de Guadeloupe - 1";"Flore_vasculaire_Guadeloupe_1_2013";"Plantes, mousses et fougères";
"45";"441748";"441748";"Chaetura martinica";"(Hermann, 1783)";"Martinet chiquesol";"";"ES";"Apodidae";"";"";"DD";"";"";"2012";"LC";"";"";"Liste rouge des oiseaux nicheurs de Guadeloupe";"Oiseaux_Guadeloupe_nicheurs_2012";"Oiseaux";
"45";"441752";"441752";"Charadrius melodus";"Ord, 1824";"Pluvier siffleur";"";"ES";"Charadriidae";"";"";"DD";"";"";"2012";"NT";"";"";"Liste rouge des oiseaux non nicheurs de Guadeloupe";"Oiseaux_Guadeloupe_non_nicheurs_2012";"Oiseaux";
"45";"441753";"441753";"Charadrius nivosus";"(Cassin, 1858)";"Gravelot neigeux";"";"ES";"Charadriidae";"";"";"DD";"";"";"2012";"NT";"";"";"Liste rouge des oiseaux non nicheurs de Guadeloupe";"Oiseaux_Guadeloupe_non_nicheurs_2012";"Oiseaux";
"45";"3144";"3144";"Charadrius vociferus";"Linnaeus, 1758";"Gravelot kildir";"";"ES";"Charadriidae";"";"";"DD";"";"";"2012";"LC";"";"";"Liste rouge des oiseaux non nicheurs de Guadeloupe";"Oiseaux_Guadeloupe_non_nicheurs_2012";"Oiseaux";
"45";"199396";"199396";"Chordeiles minor";"(J.R. Forster, 1771)";"Engoulevent d'Amérique";"";"ES";"Caprimulgidae";"";"";"DD";"";"";"2012";"LC";"";"";"Liste rouge des oiseaux non nicheurs de Guadeloupe";"Oiseaux_Guadeloupe_non_nicheurs_2012";"Oiseaux";
"45";"631041";"631041";"Chromolaena ivifolia ";"(L.) R.M.King & H.Rob.";"Vyolèt savann";"";"ES";"Asteraceae";"";"";"DD";"";"";"2013";"";"";"";"Liste rouge de la Flore vasculaire de Guadeloupe - 1";"Flore_vasculaire_Guadeloupe_1_2013";"Plantes, mousses et fougères";
"45";"629489";"629489";"Cupania triquetra ";"A. Rich., 1845";"Cacao montagne";"";"ES";"Sapindaceae";"";"";"DD";"";"";"2013";"";"";"";"Liste rouge de la Flore vasculaire de Guadeloupe - 1";"Flore_vasculaire_Guadeloupe_1_2013";"Plantes, mousses et fougères";
"45";"441846";"441846";"Cypseloides niger";"(Gmelin, 1789)";"Martinet sombre";"";"ES";"Apodidae";"";"";"DD";"";"";"2012";"LC";"";"";"Liste rouge des oiseaux nicheurs de Guadeloupe";"Oiseaux_Guadeloupe_nicheurs_2012";"Oiseaux";
"45";"441862";"441862";"Dendrocygna autumnalis";"(Linnaeus, 1758)";"Dendrocygne à ventre noir";"";"ES";"Anatidae";"";"";"DD";"";"";"2012";"LC";"";"";"Liste rouge des oiseaux non nicheurs de Guadeloupe";"Oiseaux_Guadeloupe_non_nicheurs_2012";"Oiseaux";
"45";"630933";"630933";"Diplacrum capitatum ";"(Willd.) Boeckeler";"";"";"ES";"Cyperaceae";"";"";"DD";"";"";"2013";"";"";"";"Liste rouge de la Flore vasculaire de Guadeloupe - 1";"Flore_vasculaire_Guadeloupe_1_2013";"Plantes, mousses et fougères";
"45";"716129";"716129";"Diplazium grandifolium  ";"(Sw.) Sw., 1801";"";"";"ES";"Athyriaceae";"";"";"DD";"";"";"2013";"";"";"";"Liste rouge de la Flore vasculaire de Guadeloupe - 1";"Flore_vasculaire_Guadeloupe_1_2013";"Plantes, mousses et fougères";
"45";"4694";"4694";"Dolichonyx oryzivorus";"(Linnaeus, 1758)";"Goglu des prés";"";"ES";"Icteridae";"";"";"DD";"";"";"2012";"LC";"";"";"Liste rouge des oiseaux non nicheurs de Guadeloupe";"Oiseaux_Guadeloupe_non_nicheurs_2012";"Oiseaux";
"45";"455741";"455741";"Duranta stenostachya ";"Tod., 1860";"";"";"ES";"Verbenaceae";"";"";"DD";"";"";"2013";"";"";"";"Liste rouge de la Flore vasculaire de Guadeloupe - 1";"Flore_vasculaire_Guadeloupe_1_2013";"Plantes, mousses et fougères";
"45";"2497";"2497";"Egretta garzetta";"(Linnaeus, 1766)";"Aigrette garzette";"";"ES";"Ardeidae";"";"";"DD";"";"";"2012";"LC";"LC";"";"Liste rouge des oiseaux nicheurs de Guadeloupe";"Oiseaux_Guadeloupe_nicheurs_2012";"Oiseaux";
"45";"199331";"199331";"Egretta tricolor";"(Statius Müller, 1776)";"Aigrette tricolore";"";"ES";"Ardeidae";"";"";"DD";"";"";"2012";"LC";"";"";"Liste rouge des oiseaux non nicheurs de Guadeloupe";"Oiseaux_Guadeloupe_non_nicheurs_2012";"Oiseaux";
"45";"629681";"629681";"Eugenia chrysobalanoides ";"DC., 1828";"Grand merisier";"";"ES";"Myrtaceae";"";"";"DD";"";"";"2013";"";"";"";"Liste rouge de la Flore vasculaire de Guadeloupe - 1";"Flore_vasculaire_Guadeloupe_1_2013";"Plantes, mousses et fougères";
"45";"629694";"629694";"Eugenia octopleura ";"Krug & Urb. ex Urb., 1895";"Goyavier bâtard";"";"ES";"Myrtaceae";"";"";"DD";"";"";"2013";"";"";"";"Liste rouge de la Flore vasculaire de Guadeloupe - 1";"Flore_vasculaire_Guadeloupe_1_2013";"Plantes, mousses et fougères";
"45";"629695";"629695";"Eugenia oerstediana ";"O. Berg., 1856";"";"";"ES";"Myrtaceae";"";"";"DD";"";"";"2013";"";"";"";"Liste rouge de la Flore vasculaire de Guadeloupe - 1";"Flore_vasculaire_Guadeloupe_1_2013";"Plantes, mousses et fougères";
"45";"629698";"629698";"Eugenia rhombea ";"Krug & Urb. ex Urb., 1895";"Mérizyé";"";"ES";"Myrtaceae";"";"";"DD";"";"";"2013";"";"";"";"Liste rouge de la Flore vasculaire de Guadeloupe - 1";"Flore_vasculaire_Guadeloupe_1_2013";"Plantes, mousses et fougères";
"45";"2938";"2938";"Falco peregrinus";"Tunstall, 1771";"Faucon pèlerin";"";"ES";"Falconidae";"";"";"DD";"";"";"2012";"LC";"LC";"";"Liste rouge des oiseaux nicheurs de Guadeloupe";"Oiseaux_Guadeloupe_nicheurs_2012";"Oiseaux";
"45";"2468";"2468";"Fregata magnificens";"Mathews, 1914";"Frégate superbe";"";"ES";"Fregatidae";"";"";"DD";"";"";"2012";"LC";"";"";"Liste rouge des oiseaux nicheurs de Guadeloupe";"Oiseaux_Guadeloupe_nicheurs_2012";"Oiseaux";
"45";"3332";"3332";"Gelochelidon nilotica";"(Gmelin, 1789)";"Sterne hansel";"";"ES";"Laridae";"";"";"DD";"";"";"2012";"LC";"LC";"";"Liste rouge des oiseaux non nicheurs de Guadeloupe";"Oiseaux_Guadeloupe_non_nicheurs_2012";"Oiseaux";
"45";"716143";"716144";"Grammitis sectifrons ";"(Kunze ex Mett.) F.Seym., 1975";"";"";"ES";"Polypodiaceae";"";"";"DD";"";"";"2013";"";"";"";"Liste rouge de la Flore vasculaire de Guadeloupe - 1";"Flore_vasculaire_Guadeloupe_1_2013";"Plantes, mousses et fougères";
"45";"629856";"629856";"Hibiscus sororius ";"L., 1775";"Lyann fonbazen";"";"ES";"Malvaceae";"";"";"DD";"";"";"2013";"";"";"";"Liste rouge de la Flore vasculaire de Guadeloupe - 1";"Flore_vasculaire_Guadeloupe_1_2013";"Plantes, mousses et fougères";
"45";"629924";"629924";"Ipomoea walpersiana ";"Duchass. ex Urb., 1902";"";"";"ES";"Convolvulaceae";"Guadeloupe";"";"DD";"";"";"2013";"";"";"";"Liste rouge de la Flore vasculaire de Guadeloupe - 1";"Flore_vasculaire_Guadeloupe_1_2013";"Plantes, mousses et fougères";
"45";"3278";"3278";"Larus delawarensis";"Ord, 1815";"Goéland à bec cerclé";"";"ES";"Laridae";"";"";"DD";"";"";"2012";"LC";"";"";"Liste rouge des oiseaux non nicheurs de Guadeloupe";"Oiseaux_Guadeloupe_non_nicheurs_2012";"Oiseaux";
"45";"3297";"3297";"Larus fuscus";"Linnaeus, 1758";"Goéland brun";"";"ES";"Laridae";"";"";"DD";"";"";"2012";"LC";"LC";"";"Liste rouge des oiseaux non nicheurs de Guadeloupe";"Oiseaux_Guadeloupe_non_nicheurs_2012";"Oiseaux";
"45";"630032";"630032";"Licania leucosepala ";"Griseb., 1857";"";"";"ES";"Chrysobalanaceae";"";"";"DD";"";"";"2013";"";"";"";"Liste rouge de la Flore vasculaire de Guadeloupe - 1";"Flore_vasculaire_Guadeloupe_1_2013";"Plantes, mousses et fougères";
"45";"199356";"199356";"Limosa haemastica";"(Linnaeus, 1758)";"Barge hudsonienne";"";"ES";"Scolopacidae";"";"";"DD";"";"";"2012";"LC";"";"";"Liste rouge des oiseaux non nicheurs de Guadeloupe";"Oiseaux_Guadeloupe_non_nicheurs_2012";"Oiseaux";
"45";"633003";"630106";"Mariscus gracilis ";"Vahl, 1806";"";"";"ES";"Cyperaceae";"";"";"DD";"";"";"2013";"";"";"";"Liste rouge de la Flore vasculaire de Guadeloupe - 1";"Flore_vasculaire_Guadeloupe_1_2013";"Plantes, mousses et fougères";
"45";"110782";"110782";"Opuntia tuna ";"(L.) Mill., 1768";"Raquette à fleurs rouges";"";"ES";"Cactaceae";"";"";"DD";"";"";"2013";"";"";"";"Liste rouge de la Flore vasculaire de Guadeloupe - 1";"Flore_vasculaire_Guadeloupe_1_2013";"Plantes, mousses et fougères";
"45";"630282";"630282";"Oxandra laurifolia";"(Sw.) A. Rich., 1845";"Bois de lan";"";"ES";"Annonaceae";"";"";"DD";"";"";"2013";"";"";"";"Liste rouge de la Flore vasculaire de Guadeloupe - 1";"Flore_vasculaire_Guadeloupe_1_2013";"Plantes, mousses et fougères";
"45";"630348";"630348";"Pectis tenuicaulis ";"Urb., 1900";"";"";"ES";"Asteraceae";"";"";"DD";"";"";"2013";"";"";"";"Liste rouge de la Flore vasculaire de Guadeloupe - 1";"Flore_vasculaire_Guadeloupe_1_2013";"Plantes, mousses et fougères";
"45";"814245";"2534";"Philomachus pugnax";"(Linnaeus, 1758)";"Combattant varié, Chevalier combattant";"";"ES";"Scolopacidae";"";"";"DD";"";"";"2012";"";"";"";"Liste rouge des oiseaux non nicheurs de Guadeloupe";"Oiseaux_Guadeloupe_non_nicheurs_2012";"Oiseaux";
"45";"630415";"630415";"Pilea hyalina ";"Fenzl, 1849";"";"";"ES";"Urticaceae";"";"";"DD";"";"";"2013";"";"";"";"Liste rouge de la Flore vasculaire de Guadeloupe - 1";"Flore_vasculaire_Guadeloupe_1_2013";"Plantes, mousses et fougères";
"45";"199534";"199534";"Piranga olivacea";"(Gmelin, 1789)";"Tangara écarlate";"";"ES";"Cardinalidae";"";"";"DD";"";"";"2012";"LC";"";"";"Liste rouge des oiseaux non nicheurs de Guadeloupe";"Oiseaux_Guadeloupe_non_nicheurs_2012";"Oiseaux";
"45";"2522";"2522";"Plegadis falcinellus";"(Linnaeus, 1766)";"Ibis falcinelle";"";"ES";"Threskiornithidae";"";"";"DD";"";"";"2012";"LC";"LC";"";"Liste rouge des oiseaux non nicheurs de Guadeloupe";"Oiseaux_Guadeloupe_non_nicheurs_2012";"Oiseaux";
"45";"442275";"442275";"Progne subis";"(Linnaeus, 1758)";"Hirondelle noire";"";"ES";"Hirundinidae";"";"";"DD";"";"";"2012";"LC";"";"";"Liste rouge des oiseaux non nicheurs de Guadeloupe";"Oiseaux_Guadeloupe_non_nicheurs_2012";"Oiseaux";
"45";"440196";"440196";"Puffinus lherminieri";"Lesson, 1839";"Puffin d'Audubon";"";"ES";"Procellariidae";"";"";"DD";"";"";"2012";"LC";"NT";"";"Liste rouge des oiseaux nicheurs de Guadeloupe";"Oiseaux_Guadeloupe_nicheurs_2012";"Oiseaux";
